,State,Abbreviation,Number,URL,Bill ID,Sponsors
110,Mississippi,MS,SB2760,https://legiscan.com/MS/bill/SB2760/2023,1672562,"['Angela Burks Hill', 'Scott DeLano', 'Jeff Tate', 'Joseph Seymour', 'Neil Whaley', 'Kathy Chism', 'Charles Younger', 'Joey Fillingane', 'Chris Caughman', 'Philip Moran', 'Tyler McCaughn', 'Benjamin Suber', 'Jason Barrett', 'Jennifer Branning', 'Joel Carter', 'Michael McLendon', 'Bart Williams', 'Jeremy England', 'Lydia Chassaniol', 'Dennis DeBar', 'Mike Thompson', 'Walter Michel', 'Melanie Sojourner', 'Chris McDaniel', 'Kevin Blackwell']"
111,Mississippi,MS,SB2763,https://legiscan.com/MS/bill/SB2763/2023,1672706,['Angela Burks Hill']
112,Mississippi,MS,SB2764,https://legiscan.com/MS/bill/SB2764/2023,1673066,['Chris McDaniel']
113,Mississippi,MS,SB2765,https://legiscan.com/MS/bill/SB2765/2023,1672927,"['Angela Burks Hill', 'Joseph Seymour', 'Kathy Chism']"
114,Mississippi,MS,SB2770,https://legiscan.com/MS/bill/SB2770/2023,1673057,"['Jeff Tate', 'Angela Burks Hill']"
115,Mississippi,MS,SB2773,https://legiscan.com/MS/bill/SB2773/2023,1672862,"['Angela Burks Hill', 'Jennifer Branning']"
116,Mississippi,MS,SB2820,https://legiscan.com/MS/bill/SB2820/2023,1673713,['Angela Burks Hill']
117,Mississippi,MS,SB2861,https://legiscan.com/MS/bill/SB2861/2023,1673757,"['Melanie Sojourner', 'Kathy Chism', 'Chris McDaniel']"
118,Mississippi,MS,SB2864,https://legiscan.com/MS/bill/SB2864/2023,1673543,"['Melanie Sojourner', 'Kathy Chism', 'Chris McDaniel']"
119,Missouri,MO,HB137,https://legiscan.com/MO/bill/HB137/2023,1634716,['Brad Hudson']
120,Missouri,MO,HB170,https://legiscan.com/MO/bill/HB170/2023,1634841,['Brian Seitz']
121,Missouri,MO,HB183,https://legiscan.com/MO/bill/HB183/2023,1634572,['Jamie Burger']
122,Missouri,MO,HB192,https://legiscan.com/MO/bill/HB192/2023,1634595,['Ed Lewis']
123,Missouri,MO,HB337,https://legiscan.com/MO/bill/HB337/2023,1634768,['Bennie Cook']
124,Missouri,MO,HB419,https://legiscan.com/MO/bill/HB419/2023,1640339,['Brad Hudson']
125,Missouri,MO,HB463,https://legiscan.com/MO/bill/HB463/2023,1640281,['Mazzie Boyd']
126,Missouri,MO,HB498,https://legiscan.com/MO/bill/HB498/2023,1640345,['Mazzie Boyd']
127,Missouri,MO,HB540,https://legiscan.com/MO/bill/HB540/2023,1642575,['Justin Sparks']
128,Missouri,MO,HB634,https://legiscan.com/MO/bill/HB634/2023,1642886,['Ann Kelley']
129,Missouri,MO,HB916,https://legiscan.com/MO/bill/HB916/2023,1675866,['Cyndi Buchheit-Courtway']
130,Missouri,MO,SB134,https://legiscan.com/MO/bill/SB134/2023,1634983,['Mike Moon']
131,Missouri,MO,SB14,https://legiscan.com/MO/bill/SB14/2023,1635044,['Mike Cierpiot']
132,Missouri,MO,SB164,https://legiscan.com/MO/bill/SB164/2023,1635148,['Jill Carter']
133,Missouri,MO,SB165,https://legiscan.com/MO/bill/SB165/2023,1635152,['Jill Carter']
134,Missouri,MO,SB2,https://legiscan.com/MO/bill/SB2/2023,1635118,['Denny Hoskins']
135,Missouri,MO,SB236,https://legiscan.com/MO/bill/SB236/2023,1634951,['Denny Hoskins']
136,Missouri,MO,SB281,https://legiscan.com/MO/bill/SB281/2023,1635035,['William Eigel']
137,Missouri,MO,SB29,https://legiscan.com/MO/bill/SB29/2023,1635010,['Tony Luetkemeyer']
138,Missouri,MO,SB377,https://legiscan.com/MO/bill/SB377/2023,1640406,['Mary Coleman']
139,Missouri,MO,SB39,https://legiscan.com/MO/bill/SB39/2023,1635120,"['Holly Thompson Rehder', 'Mike Moon', 'Jill Carter', 'Ben Brown', 'Rick Brattin', 'Denny Hoskins']"
140,Missouri,MO,SB390,https://legiscan.com/MO/bill/SB390/2023,1640400,['Rick Brattin']
141,Missouri,MO,SB42,https://legiscan.com/MO/bill/SB42/2023,1634897,['Rick Brattin']
142,Missouri,MO,SB429,https://legiscan.com/MO/bill/SB429/2023,1642746,['Jill Carter']
143,Missouri,MO,SB430,https://legiscan.com/MO/bill/SB430/2023,1642725,['Jill Carter']
144,Missouri,MO,SB436,https://legiscan.com/MO/bill/SB436/2023,1642710,['Jill Carter']
145,Missouri,MO,SB48,https://legiscan.com/MO/bill/SB48/2023,1634938,['Mike Moon']
146,Missouri,MO,SB49,https://legiscan.com/MO/bill/SB49/2023,1635057,"['Mike Moon', 'William Eigel', 'Rick Brattin']"
147,Missouri,MO,SB497,https://legiscan.com/MO/bill/SB497/2023,1663442,['William Eigel']
148,Missouri,MO,SB598,https://legiscan.com/MO/bill/SB598/2023,1696931,['Rick Brattin']
149,Missouri,MO,SB87,https://legiscan.com/MO/bill/SB87/2023,1635076,['Ben Brown']
150,Missouri,MO,HB1157,https://legiscan.com/MO/bill/HB1157/2023,1706696,['Brad Hudson']
151,Missouri,MO,HB1258,https://legiscan.com/MO/bill/HB1258/2023,1719285,['Hardy Billington']
152,Montana,MT,HB234,https://legiscan.com/MT/bill/HB234/2023,1655847,['Bob Phalen']
153,Montana,MT,HB303,https://legiscan.com/MT/bill/HB303/2023,1674726,['Amy Regier']
154,Montana,MT,HB359,https://legiscan.com/MT/bill/HB359/2023,1685019,['Braxton Mitchell']
155,Montana,MT,HB361,https://legiscan.com/MT/bill/HB361/2023,1685027,['Brandon Ler']
156,Montana,MT,SB99,https://legiscan.com/MT/bill/SB99/2023,1641379,['John Fuller']
157,Montana,MT,SB413,https://legiscan.com/MT/bill/SB413/2023,1715495,['Carl Glimm']
158,Montana,MT,SB458,https://legiscan.com/MT/bill/SB458/2023,1717719,['Carl Glimm']
159,Nebraska,NE,LB371,https://legiscan.com/NE/bill/LB371/2023,1656195,['Dave Murman']
160,Nebraska,NE,LB574,https://legiscan.com/NE/bill/LB574/2023,1662540,['Kathleen Kauth']
161,Nebraska,NE,LB575,https://legiscan.com/NE/bill/LB575/2023,1662403,['Kathleen Kauth']
162,Nebraska,NE,LB743,https://legiscan.com/NE/bill/LB743/2023,1665462,['Kathleen Kauth']
163,Nebraska,NE,LB810,https://legiscan.com/NE/bill/LB810/2023,1665899,['Dave Murman']
164,New Hampshire,NH,HB396,https://legiscan.com/NH/bill/HB396/2023,1646387,"['Jim Kofalt', 'Alicia Lekas', 'Judy Aron', ""Katherine Prudhomme-O'Brien"", 'Shane Sirois', 'Mark Pearson', 'Jeanine Notter', 'Keith Ammon', 'Sheila Seidel', 'Debra DeSimone', 'Kevin Avard']"
165,New Hampshire,NH,HB619,https://legiscan.com/NH/bill/HB619/2023,1654313,"['Terry Roy', 'James Spillane', 'Nikki McCarter', 'Kevin Verville', 'Jeanine Notter', 'Sheila Seidel', 'Alicia Lekas', 'David Love']"
166,New Hampshire,NH,HB417,https://legiscan.com/NH/bill/HB417/2023,1647575,['Dave Testerman']
167,New Hampshire,NH,SB272,https://legiscan.com/NH/bill/SB272/2023,1713421,"['Sharon Carson', 'Kevin Avard', 'William Gannon', 'James Gray', 'Regina Birdsell', 'Jeb Bradley', 'Ruth Ward', 'Daniel Innis', 'Keith Murphy', 'Denise Ricciardi', 'Timothy Lang', 'Daryl Abbas', 'Carrie Gendreau', 'Howard Pearl']"
168,New Jersey,NJ,A1418,https://legiscan.com/NJ/bill/A1418/2022,1556738,"['Robert Auth', 'Erik Peterson', 'Gerard Scharfenberger', 'John Catalano', 'Gregory McGuckin', 'John DiMaio', 'Bethanne McCarthy Patrick', 'Christopher DePhillips']"
169,New Jersey,NJ,A1630,https://legiscan.com/NJ/bill/A1630/2022,1556249,"['Gregory McGuckin', 'John Catalano', 'Gerard Scharfenberger', 'Erik Peterson', 'Robert Auth', 'Bethanne McCarthy Patrick']"
170,New Jersey,NJ,A3883,https://legiscan.com/NJ/bill/A3883/2022,1618257,"['Sean Kean', 'Christopher DePhillips', 'Jay Webber', 'Edward Thomson']"
171,New Jersey,NJ,A4042,https://legiscan.com/NJ/bill/A4042/2022,1620334,['Erik Peterson']
172,New Jersey,NJ,S2648,https://legiscan.com/NJ/bill/S2648/2022,1620141,['Edward Durr']
173,New Jersey,NJ,S3076,https://legiscan.com/NJ/bill/S3076/2022,1629544,['Edward Durr']
174,New Jersey,NJ,S585,https://legiscan.com/NJ/bill/S585/2022,1556910,"['Michael Testa', 'Steven Oroho', 'Michael Doherty', 'Joseph Pennacchio', 'Edward Durr']"
175,New Jersey,NJ,S589,https://legiscan.com/NJ/bill/S589/2022,1555547,"['Michael Testa', 'James Holzapfel', 'Edward Durr', 'Steven Oroho']"
176,New Mexico,NM,HB394,https://legiscan.com/NM/bill/HB394/2023,1705756,"['John Block', 'Rodney Montoya', 'Mark Duncan']"
177,New Mexico,NM,HB490,https://legiscan.com/NM/bill/HB490/2023,1711574,"['John Block', 'Rodney Montoya', 'Harlan Vincent', 'Alan Martinez', 'James Townsend']"
178,New Mexico,NM,HB492,https://legiscan.com/NM/bill/HB492/2023,1711311,"['Rodney Montoya', 'John Block', 'Alan Martinez', 'Harlan Vincent', 'Mark Duncan']"
179,New Mexico,NM,HM57,https://legiscan.com/NM/bill/HM57/2023,1714178,"['Cathrynn Brown', 'Jenifer Jones', 'Harlan Vincent', 'Andrea Reeb', 'Rodney Montoya']"
180,North Carolina,NC,H43,https://legiscan.com/NC/bill/H43/2023,1690331,"['George Cleveland', 'Keith Kidwell', 'Bill Ward', 'Steve Tyson', 'James Adams', 'Celeste Cairns', 'Mike Clampitt', 'Kevin Crutchfield', 'Ken Fontenot', 'Jake Johnson', 'Donnie Loftis', 'Jeffrey McNeely', 'Ben Moss', 'Joe Pike', 'Carson Smith', 'Frank Sossamon', 'David Willis']"
181,North Carolina,NC,S49,https://legiscan.com/NC/bill/S49/2023,1688121,"['Amy Galey', 'Michael Lee', 'Lisa Barnes', 'Ted Alexander', 'Kevin Corbin', 'Warren Daniel', 'Carl Ford', 'Bobby Hanig', 'Ralph Hise', 'Steve Jarvis', 'Todd Johnson', 'Joyce Krawiec', 'Michael Lazzara', 'Thomas McInnis', 'Timothy Moffitt', 'Buck Newton', 'Paul Newton', 'Brad Overcash', 'Jim Perry', 'Norman Sanderson', 'Benton Sawrey', 'Vickie Sawyer', 'Eddie Settle']"
182,North Dakota,ND,HB1139,https://legiscan.com/ND/bill/HB1139/2023,1644388,"['Bernie Satrom', 'SuAnn Olson', 'Austen Schauer', 'Michelle Strinden', 'David Clemens', 'Cole Conley', 'David Rust']"
183,North Dakota,ND,HB1205,https://legiscan.com/ND/bill/HB1205/2023,1649131,"['Mike Lefor', 'Vicky Steiner']"
184,North Dakota,ND,HB1249,https://legiscan.com/ND/bill/HB1249/2023,1650901,"['Kim Koppelman', 'Claire Cory', 'James Kasper', 'Scott Louser', 'Lisa Meier', 'Anna Novak', 'Lori VanWinkle', 'Keith Boehm', 'Judy Estenson', 'Diane Larson', 'Janne Myrdal', 'Bob Paulson']"
185,North Dakota,ND,HB1254,https://legiscan.com/ND/bill/HB1254/2023,1651568,"['Bill Tveit', 'Dick Anderson', 'Larry Bellew', 'Brandon Prichard', 'Karen Rohr', 'Lori VanWinkle', 'Keith Boehm', 'David Clemens', 'Judy Estenson', 'Larry Luick', 'Janne Myrdal', 'Shawn Vedaa']"
186,North Dakota,ND,HB1297,https://legiscan.com/ND/bill/HB1297/2023,1655021,"['James Kasper', 'Kim Koppelman', 'Brandon Prichard', 'Karen Rohr', 'Dan Ruby', 'Matthew Ruby', 'Vicky Steiner', 'Lori VanWinkle', 'Keith Boehm', 'David Clemens', 'Janne Myrdal']"
187,North Dakota,ND,HB1301,https://legiscan.com/ND/bill/HB1301/2023,1655211,"['Brandon Prichard', 'Scott Dyk', 'Matthew Ruby', 'Bill Tveit', 'Lori VanWinkle', 'Keith Boehm', 'Mike Dwyer', 'Bob Paulson', 'Shawn Vedaa']"
188,North Dakota,ND,HB1332,https://legiscan.com/ND/bill/HB1332/2023,1655053,"['Brandon Prichard', 'Andrew Marschall', 'Karen Rohr', 'Dan Ruby', 'Matthew Ruby', 'Vicky Steiner', 'Nathan Toman', 'Jeffery Magrum']"
189,North Dakota,ND,HB1473,https://legiscan.com/ND/bill/HB1473/2023,1667233,"['SuAnn Olson', 'Larry Bellew', 'Donna Henderson', 'Jeff Hoverson', 'Brandon Prichard', 'Vicky Steiner', 'Lori VanWinkle', 'Bob Paulson']"
190,North Dakota,ND,HB1474,https://legiscan.com/ND/bill/HB1474/2023,1667317,"['SuAnn Olson', 'Dick Anderson', 'Cole Christensen', 'James Kasper', 'Kim Koppelman', 'Brandon Prichard', 'Vicky Steiner', 'Keith Boehm']"
191,North Dakota,ND,HB1489,https://legiscan.com/ND/bill/HB1489/2023,1666321,"['Kim Koppelman', 'Scott Louser', 'Lisa Meier', 'Anna Novak', 'SuAnn Olson', 'Vicky Steiner', 'Lori VanWinkle', 'Judy Estenson', 'Janne Myrdal', 'Bob Paulson', 'Mike Wobbema']"
192,North Dakota,ND,HB1522,https://legiscan.com/ND/bill/HB1522/2023,1667150,"['Scott Dyk', 'Cole Christensen', 'Kelby Timmons', 'Lori VanWinkle', 'Todd Beard', 'Kent Weston']"
193,North Dakota,ND,HB1526,https://legiscan.com/ND/bill/HB1526/2023,1666310,"['Scott Dyk', 'Jeff Hoverson', 'Brandon Prichard', 'Nico Rios', 'Kelby Timmons', 'Todd Beard']"
194,North Dakota,ND,HCR3010,https://legiscan.com/ND/bill/HCR3010/2023,1683622,"['SuAnn Olson', 'Karen Anderson', 'Donna Henderson', 'Lisa Meier', 'Anna Novak', 'Karen Rohr', 'Vicky Steiner', 'Lori VanWinkle']"
195,North Dakota,ND,SB2199,https://legiscan.com/ND/bill/SB2199/2023,1650518,"['David Clemens', 'Shawn Vedaa', 'Kent Weston', 'Karen Anderson', 'Austen Schauer', 'Bill Tveit']"
196,North Dakota,ND,SB2199,https://legiscan.com/ND/bill/SB2199/2023,1650518,"['David Clemens', 'Shawn Vedaa', 'Kent Weston', 'Karen Anderson', 'Austen Schauer', 'Bill Tveit']"
197,North Dakota,ND,SB2231,https://legiscan.com/ND/bill/SB2231/2023,1656291,"['Larry Luick', 'Scott Meyer', 'Claire Cory', 'Karen Karls']"
198,Oklahoma,OK,HB1011,https://legiscan.com/OK/bill/HB1011/2023,1634447,"['Jim Olsen', ""Terry O'Donnell""]"
199,Oklahoma,OK,HB1377,https://legiscan.com/OK/bill/HB1377/2023,1663548,['Tom Gann']
200,Oklahoma,OK,HB1466,https://legiscan.com/OK/bill/HB1466/2023,1665918,['Chris Sneed']
201,Oklahoma,OK,HB1781,https://legiscan.com/OK/bill/HB1781/2023,1667200,['Danny Williams']
202,Oklahoma,OK,HB1947,https://legiscan.com/OK/bill/HB1947/2023,1668711,"['Charles McCall', 'Brad Boles', 'Dean Davis']"
203,Oklahoma,OK,HB2177,https://legiscan.com/OK/bill/HB2177/2023,1668929,"['Kevin West', 'Jim Olsen', 'Tom Gann', 'Sherrie Conley', 'Denise Hader', 'Cody Maynard', 'Shane Jett']"
204,Oklahoma,OK,HB2186,https://legiscan.com/OK/bill/HB2186/2023,1669355,"['Kevin West', 'Kevin McDugle', 'Tom Gann', 'Shane Jett']"
205,Oklahoma,OK,HB2340,https://legiscan.com/OK/bill/HB2340/2023,1670840,['Mark Lepak']
206,Oklahoma,OK,HB2546,https://legiscan.com/OK/bill/HB2546/2023,1670293,"[""Terry O'Donnell"", 'Mark Lepak', 'Mark McBride', 'Julie Daniels']"
207,Oklahoma,OK,HB2736,https://legiscan.com/OK/bill/HB2736/2023,1671157,['Collin Duel']
208,Oklahoma,OK,SB1004,https://legiscan.com/OK/bill/SB1004/2023,1669667,['Shane Jett']
209,Oklahoma,OK,SB1007,https://legiscan.com/OK/bill/SB1007/2023,1668811,['Shane Jett']
210,Oklahoma,OK,SB1017,https://legiscan.com/OK/bill/SB1017/2023,1670149,['Shane Jett']
211,Oklahoma,OK,SB129,https://legiscan.com/OK/bill/SB129/2023,1643087,"['David Bullard', 'George Burns', 'Warren Hamilton', 'Shane Jett', 'Blake Stephens', 'Tom Woods']"
212,Oklahoma,OK,SB131,https://legiscan.com/OK/bill/SB131/2023,1642970,"['Cody Rogers', 'Casey Murdock', 'George Burns', 'Warren Hamilton']"
213,Oklahoma,OK,SB250,https://legiscan.com/OK/bill/SB250/2023,1650616,"['Nathan Dahm', 'George Burns']"
214,Oklahoma,OK,SB251,https://legiscan.com/OK/bill/SB251/2023,1651148,"['Nathan Dahm', 'George Burns']"
215,Oklahoma,OK,SB252,https://legiscan.com/OK/bill/SB252/2023,1650695,"['Nathan Dahm', 'George Burns']"
216,Oklahoma,OK,SB30,https://legiscan.com/OK/bill/SB30/2023,1638456,"['Cody Rogers', 'Casey Murdock', 'George Burns', 'Warren Hamilton']"
217,Oklahoma,OK,SB345,https://legiscan.com/OK/bill/SB345/2023,1659340,['Warren Hamilton']
218,Oklahoma,OK,SB408,https://legiscan.com/OK/bill/SB408/2023,1659858,"['Jessica Garvin', 'Micheal Bergstrom', 'Julie Daniels', 'Warren Hamilton', 'Cody Rogers', 'Ally Seifried']"
219,Oklahoma,OK,SB613,https://legiscan.com/OK/bill/SB613/2023,1664606,"['Julie Daniels', 'Nathan Dahm', 'Micheal Bergstrom', 'David Bullard', 'George Burns', 'Warren Hamilton', 'Shane Jett', 'Cody Rogers', 'Blake Stephens', 'Tom Woods', 'Rob Standridge', 'David Hardin']"
220,Oklahoma,OK,SB614,https://legiscan.com/OK/bill/SB614/2023,1664703,['Julie Daniels']
221,Oklahoma,OK,SB786,https://legiscan.com/OK/bill/SB786/2023,1667753,['Rob Standridge']
222,Oklahoma,OK,SB787,https://legiscan.com/OK/bill/SB787/2023,1667775,['Rob Standridge']
223,Oklahoma,OK,SB788,https://legiscan.com/OK/bill/SB788/2023,1667591,['Rob Standridge']
224,Oklahoma,OK,SB789,https://legiscan.com/OK/bill/SB789/2023,1667553,['Rob Standridge']
225,Oklahoma,OK,SB866,https://legiscan.com/OK/bill/SB866/2023,1668562,"['David Bullard', 'Micheal Bergstrom']"
226,Oklahoma,OK,SB878,https://legiscan.com/OK/bill/SB878/2023,1668356,['Shane Jett']
227,Oklahoma,OK,SB887,https://legiscan.com/OK/bill/SB887/2023,1668512,['Shane Jett']
228,Oklahoma,OK,SB932,https://legiscan.com/OK/bill/SB932/2023,1668212,['Shane Jett']
229,Oklahoma,OK,SB937,https://legiscan.com/OK/bill/SB937/2023,1669660,['Shane Jett']
230,Oklahoma,OK,SB973,https://legiscan.com/OK/bill/SB973/2023,1669174,['Shane Jett']
231,Oklahoma,OK,HB1449,https://legiscan.com/OK/bill/HB1449/2023,1665893,"['Toni Hasenbeck', 'Sherrie Conley', 'Marilyn Stark', 'Denise Hader', 'Tammy Townley']"
232,Oregon,OR,HB2044,https://legiscan.com/OR/bill/HB2044/2023,1648187,[]
233,Oregon,OR,HB2186,https://legiscan.com/OR/bill/HB2186/2023,1646803,"['David Smith', 'Boomer Wright', 'Emily McIntire', 'Ed  Diehl', 'Christine Goodwin']"
234,Oregon,OR,HB2477,https://legiscan.com/OR/bill/HB2477/2023,1646714,"['Kimberly Wallan', 'Tracy Cramer', 'Ed  Diehl', 'Christine Goodwin']"
235,Oregon,OR,HB3137,https://legiscan.com/OR/bill/HB3137/2023,1676571,"['Ed  Diehl', 'James Hieb', 'Cyrus Javadi', 'Christine Goodwin']"
236,Oregon,OR,SB452,https://legiscan.com/OR/bill/SB452/2023,1647733,"['Bill Hansell', 'Lynn Findley']"
237,Oregon,OR,SB453,https://legiscan.com/OR/bill/SB453/2023,1647416,"['Bill Hansell', 'Lynn Findley']"
238,Oregon,OR,SB749,https://legiscan.com/OR/bill/SB749/2023,1660360,['David Smith']
239,Oregon,OR,SB897,https://legiscan.com/OR/bill/SB897/2023,1704562,"['David Smith', 'Lynn Findley', 'Dennis Linthicum', 'Art Robinson', 'Kim Thatcher', 'Shelly Boshart Davis', 'Jami Cate', 'Christine Goodwin', 'James Hieb', 'Bobby Levy', 'Rick Lewis', 'Kevin Mannix', 'Lily Morgan', 'Virgle Osborne', 'Werner Reschke', 'Anna Scharf', 'Boomer Wright']"
240,Rhode Island,RI,S0391,https://legiscan.com/RI/bill/S0391/2023,1713128,['Elaine Morgan']
241,South Carolina,SC,H3197,https://legiscan.com/SC/bill/H3197/2023,1637534,"['James Burns', 'John Mccravy', 'Matthew Leber', 'William Chumley', 'Bill Taylor', 'Jordan Pace', 'Jay Kilmartin', 'Patrick Haddon', 'Thomas Beach', 'Rob Harris', 'Tom Hartnett', 'Roy Magnuson', 'Roger Nutt', 'Stewart Jones', 'Marvin Smith', 'Sylleste Davis', 'Brandon Cox', 'Melissa Oremus', 'Christopher Murphy', 'Gil Gatch', 'Robby Robbins', 'Gary Brewer', 'Doug Gilliam', 'Joseph Bustos', 'Kathy Landing', 'David Vaughan']"
242,South Carolina,SC,H3485,https://legiscan.com/SC/bill/H3485/2023,1637470,"['Roy Magnuson', 'Robert May', 'Adam Morgan', 'James Burns', 'William Chumley', 'Bobby Cox', 'April Cromer', 'Patrick Haddon', 'Stewart Jones', 'Jay Kilmartin', 'Steven Long', 'Donald McCabe', 'Alan Morgan', ""David O'Neal"", 'Melissa Oremus', 'Jordan Pace', 'Ashley Trantham', 'Joe White', 'Marvin Smith', 'Mark Willis', 'John Mccravy', 'Travis Moore', 'Roger Nutt', 'Anne Thayer', 'Richard Yow', 'Doug Gilliam', 'Thomas Pope', 'Matthew Leber', 'Brian Lawson', 'Rob Harris', 'Thomas Beach', 'Randy Ligon', 'Brandon Guffey', 'William Hixon', 'Brandon Newton', 'Cally Forrest']"
243,South Carolina,SC,H3551,https://legiscan.com/SC/bill/H3551/2023,1638795,"['Stewart Jones', 'Adam Morgan', 'Doug Gilliam', 'Melissa Oremus', 'Ashley Trantham', 'April Cromer', 'Alan Morgan', 'John Mccravy', 'Bobby Cox', 'Steven Long', 'Roy Magnuson', 'James Burns', 'William Chumley', 'Robert May', 'Donald McCabe', 'Jay Kilmartin', 'Jordan Pace', ""David O'Neal"", 'Thomas Beach', 'Joe White', 'Patrick Haddon', 'David Vaughan', 'Anne Thayer', 'Mark Willis', 'Marvin Smith', 'Matthew Leber', 'Daniel Gibson', 'Rob Harris', 'Brian Lawson', 'Christopher Wooten', 'Roger Nutt', 'Sylleste Davis', 'Kathy Landing', 'Heather Crawford', 'Val Guest']"
244,South Carolina,SC,H3551,https://legiscan.com/SC/bill/H3551/2023,1638795,"['Stewart Jones', 'Adam Morgan', 'Doug Gilliam', 'Melissa Oremus', 'Ashley Trantham', 'April Cromer', 'Alan Morgan', 'John Mccravy', 'Bobby Cox', 'Steven Long', 'Roy Magnuson', 'James Burns', 'William Chumley', 'Robert May', 'Donald McCabe', 'Jay Kilmartin', 'Jordan Pace', ""David O'Neal"", 'Thomas Beach', 'Joe White', 'Patrick Haddon', 'David Vaughan', 'Anne Thayer', 'Mark Willis', 'Marvin Smith', 'Matthew Leber', 'Daniel Gibson', 'Rob Harris', 'Brian Lawson', 'Christopher Wooten', 'Roger Nutt', 'Sylleste Davis', 'Kathy Landing', 'Heather Crawford', 'Val Guest']"
245,South Carolina,SC,H3564,https://legiscan.com/SC/bill/H3564/2023,1638885,"['Doug Gilliam', 'James Burns']"
246,South Carolina,SC,H3565,https://legiscan.com/SC/bill/H3565/2023,1638936,"['Doug Gilliam', 'James Burns', 'Jordan Pace']"
247,South Carolina,SC,H3611,https://legiscan.com/SC/bill/H3611/2023,1654472,['Thomas Beach']
248,South Carolina,SC,H3616,https://legiscan.com/SC/bill/H3616/2023,1654119,"['Thomas Beach', 'Matthew Leber', 'April Cromer', ""David O'Neal"", 'Jordan Pace', 'Rob Harris', 'Stewart Jones', 'Roy Magnuson']"
249,South Carolina,SC,H3730,https://legiscan.com/SC/bill/H3730/2023,1665859,"['Thomas Beach', 'Stewart Jones']"
