,State,Abbreviation,Number,URL,Bill ID,Sponsors
250,South Carolina,SC,H3827,https://legiscan.com/SC/bill/H3827/2023,1682099,"['Marvin Smith', 'James Burns', 'Sylleste Davis']"
251,South Carolina,SC,S0234,https://legiscan.com/SC/bill/S0234/2023,1635629,"['Dwight Loftis', 'Brian Adams', 'Lawrence Grooms', 'Sean Bennett', 'Rex Rice', 'Joshua Kimbrell', 'Thomas Davis']"
252,South Carolina,SC,S0243,https://legiscan.com/SC/bill/S0243/2023,1635919,"['Joshua Kimbrell', 'Brian Adams']"
253,South Carolina,SC,S0274,https://legiscan.com/SC/bill/S0274/2023,1637125,['Danny Verdin']
254,South Carolina,SC,S0276,https://legiscan.com/SC/bill/S0276/2023,1637159,['Danny Verdin']
255,South Carolina,SC,S0332,https://legiscan.com/SC/bill/S0332/2023,1650765,['Michael Gambrell']
256,South Carolina,SC,S0364,https://legiscan.com/SC/bill/S0364/2023,1650877,['Danny Verdin']
257,South Carolina,SC,S0424,https://legiscan.com/SC/bill/S0424/2023,1668734,"['Brian Adams', 'Rex Rice', 'Lawrence Grooms', 'Thomas Davis']"
258,South Carolina,SC,H3728,https://legiscan.com/SC/bill/H3728/2023,1665907,"['Raye Felder', 'Adam Morgan', 'Matthew Leber', 'Roy Magnuson', 'Patrick Haddon', 'Rob Harris', 'Bill Taylor', 'Stewart Jones', 'Kathy Landing', 'John Mccravy', 'Phillip Lowe', 'Wallace Jordan', 'Jeffrey Bradley', 'William Herbkersman', 'Bruce Bannister', 'Weston Newton', 'Jason Elliott', 'Bobby Cox', 'Mark Willis', 'William Hewitt', 'John West', 'Steven Long', 'James Burns', 'Alan Morgan']"
259,South Dakota,SD,HB1080,https://legiscan.com/SD/bill/HB1080/2023,1660616,"['Al Novstrup', 'Bethany Soye', 'Julie Auch', 'Aaron Aylward', 'Jessica Bahmuller', 'Jim Bolin', 'Byron Callies', 'Fred Deutsch', 'Julie Frye-Mueller', 'Randy Gross', 'Jon Hansen', 'Brent Hoffman', 'Kevin Jensen', 'Phil Jensen', 'Chris Karr', 'Ben Krohmer', 'David Kull', 'Trish Ladner', 'Karla Lems', 'Elizabeth May', 'John Mills', 'Scott Moore', 'Tina Mulally', 'Scott Odenbach', 'Ernie Otten', 'Marty Overweg', 'Carl Perry', 'Sue Lucas-Peterson', 'Neal Pinnow', 'Tom Pischke', 'Tony Randolph', 'Rebecca Reimer', 'Brandei Schaefbauer', 'John Sjaarda', 'Jim Stalzer', 'John Wiik', 'Larry Zikmund']"
260,South Dakota,SD,HB1116,https://legiscan.com/SD/bill/HB1116/2023,1677342,"['Chris Karr', 'Al Novstrup', 'Julie Auch', 'Aaron Aylward', 'Fred Deutsch', 'Julie Frye-Mueller', 'Randy Gross', 'Jon Hansen', 'Brent Hoffman', 'Kevin Jensen', 'Phil Jensen', 'Ben Krohmer', 'Karla Lems', 'Elizabeth May', 'Jim Mehlhaff', 'John Mills', 'Scott Moore', 'Tina Mulally', 'Brian Mulder', 'Scott Odenbach', 'Marty Overweg', 'Carl Perry', 'Tom Pischke', 'Tony Randolph', 'Brandei Schaefbauer', 'William Shorma', 'John Sjaarda', 'Bethany Soye']"
261,South Dakota,SD,HB1125,https://legiscan.com/SD/bill/HB1125/2023,1677723,"['Scott Odenbach', 'Tom Pischke', 'Julie Auch', 'Aaron Aylward', 'Arch Beal', 'Fred Deutsch', 'Julie Frye-Mueller', 'Randy Gross', 'Jon Hansen', 'Brent Hoffman', 'Kevin Jensen', 'Phil Jensen', 'Chris Karr', 'Ben Krohmer', 'Karla Lems', 'Elizabeth May', 'Jim Mehlhaff', 'John Mills', 'Scott Moore', 'Tina Mulally', 'Marty Overweg', 'Carl Perry', 'Tony Randolph', 'John Sjaarda', 'Bethany Soye', 'Jim Stalzer']"
262,South Dakota,SD,HB1208,https://legiscan.com/SD/bill/HB1208/2023,1689363,"['Aaron Aylward', 'Tom Pischke', 'Julie Frye-Mueller', 'Phil Jensen', 'Elizabeth May', 'Carl Perry', 'John Sjaarda']"
263,South Dakota,SD,HCR6008,https://legiscan.com/SD/bill/HCR6008/2023,1672467,"['Phil Jensen', 'Julie Frye-Mueller', 'Carl Perry', 'Tom Pischke']"
264,Tennessee,TN,HB0001,https://legiscan.com/TN/bill/HB0001/2023,1631977,"['William Lamberth', 'Cameron Sexton', 'Jeremy Faison', 'Johnny Garrett', 'John Ragan', 'Jason Zachary', 'Chris Todd', 'Sabi Kumar', 'Iris Rudder', 'Kelly Keisling', 'Rusty Grills', 'Mark White', 'Tim Rudd', 'Jake McCalmon', 'Paul Sherrell', 'Kip Capley', 'Todd Warner', 'Bryan Richey', 'Kevin Raper', 'Mary Littleton', 'Esther Helton-Haynes', 'Mark Cochran', 'Monty Fritts', 'Tim Hicks', 'Greg Vital', 'Ed Butler', 'Rebecca Alexander', 'Kirk Haston', 'Tandy Darby', 'Jerome Moon', 'John Crawford', 'Clay Doggett', 'Scott Cepicky', 'Brock Martin', 'Bud Hulsey', 'William Slater', 'Michael Hale', 'David Hawk', 'Rush Bricken', 'Ryan Williams', 'Gino Bulso', 'Elaine Davis', 'Michele Carringer', 'Pat Marsh', 'Dan Howell', 'Susan Lynn', 'Mike Sparks', 'Ron Gant', 'Tom Leatherwood', 'Rick Eldridge', 'John Holsclaw', 'Jay Reedy', 'Scotty Campbell', 'Charlie Baum', 'Debra Moody', 'Clark Boyd', 'Dennis Powers']"
265,Tennessee,TN,HB0009,https://legiscan.com/TN/bill/HB0009/2023,1637133,"['Chris Todd', 'Bryan Richey', 'Jake McCalmon', 'Scott Cepicky', 'Jerome Moon', 'Jody Barrett', 'Gino Bulso', 'Kevin Raper', 'Dan Howell', 'David Hawk', 'Greg Vital', 'Debra Moody', 'Elaine Davis', 'Paul Sherrell', 'Ron Gant', 'Monty Fritts', 'Susan Lynn', 'Mike Sparks', 'Ed Butler', 'William Slater', 'Kelly Keisling', 'Tom Leatherwood', 'Jay Reedy', 'Kirk Haston', 'Todd Warner', 'Scotty Campbell', 'Jason Zachary', 'Kip Capley', 'Ryan Williams', 'John Ragan', 'Rusty Grills', 'Mark Cochran', 'Dennis Powers', 'Rick Eldridge', 'Charlie Baum']"
266,Tennessee,TN,HB0239,https://legiscan.com/TN/bill/HB0239/2023,1661869,"['Gino Bulso', 'William Lamberth', 'Andrew Farmer', 'Kip Capley', 'Rusty Grills', 'Jody Barrett', 'Sabi Kumar']"
267,Tennessee,TN,HB0306,https://legiscan.com/TN/bill/HB0306/2023,1669292,['Gino Bulso']
268,Tennessee,TN,HB0571,https://legiscan.com/TN/bill/HB0571/2023,1681124,"['Michele Carringer', 'Elaine Davis', 'Justin Lafferty', 'Rusty Grills', 'Jody Barrett', 'Rick Eldridge', 'Chris Hurt', 'Kip Capley', 'Mike Sparks', 'Jay Reedy', 'Lowell Russell', 'Clark Boyd', 'Tim Rudd']"
269,Tennessee,TN,HB0878,https://legiscan.com/TN/bill/HB0878/2023,1686636,"['Monty Fritts', 'Kip Capley', 'Gino Bulso', 'Chris Todd']"
270,Tennessee,TN,HB1215,https://legiscan.com/TN/bill/HB1215/2023,1688331,"['Cameron Sexton', 'Scott Cepicky', 'Tim Rudd']"
271,Tennessee,TN,HB1269,https://legiscan.com/TN/bill/HB1269/2023,1688211,"['Mark Cochran', 'Jeremy Faison', 'William Lamberth']"
272,Tennessee,TN,HB1339,https://legiscan.com/TN/bill/HB1339/2023,1688082,['Justin Pearson']
273,Tennessee,TN,HB1378,https://legiscan.com/TN/bill/HB1378/2023,1688001,"['John Ragan', 'Monty Fritts']"
274,Tennessee,TN,HB1414,https://legiscan.com/TN/bill/HB1414/2023,1688214,['Chris Todd']
275,Tennessee,TN,SB0001,https://legiscan.com/TN/bill/SB0001/2023,1631978,"['Jack Johnson', 'Ken Yager', 'Ferrell Haile', 'Janince Bowling', 'Dawn White', 'Rusty Crowe', 'Paul Bailey', 'Joseph Hensley', 'Edward Jackson', 'Shane Reeves', 'John Stevens', 'Paul Rose', 'Brent Taylor']"
276,Tennessee,TN,SB0003,https://legiscan.com/TN/bill/SB0003/2023,1631974,"['Jack Johnson', 'Rusty Crowe', 'Janince Bowling', 'Ferrell Haile', 'Joseph Hensley', 'Ken Yager', 'Paul Bailey', 'Edward Jackson', 'John Stevens', 'Frank Niceley', 'Shane Reeves', 'Brent Taylor', 'Mark Pody', 'Paul Rose', 'Bo Watson', 'Kerry Roberts']"
277,Tennessee,TN,SB0005,https://legiscan.com/TN/bill/SB0005/2023,1633360,['Janince Bowling']
278,Tennessee,TN,SB0466,https://legiscan.com/TN/bill/SB0466/2023,1679613,"['Paul Rose', 'Ferrell Haile']"
279,Tennessee,TN,SB0596,https://legiscan.com/TN/bill/SB0596/2023,1681989,['Mark Pody']
280,Tennessee,TN,SB0603,https://legiscan.com/TN/bill/SB0603/2023,1680965,['Joseph Hensley']
281,Tennessee,TN,SB0620,https://legiscan.com/TN/bill/SB0620/2023,1682053,['Mark Pody']
282,Tennessee,TN,SB1237,https://legiscan.com/TN/bill/SB1237/2023,1688754,['Joseph Hensley']
283,Tennessee,TN,SB1440,https://legiscan.com/TN/bill/SB1440/2023,1690945,['Kerry Roberts']
284,Texas,TX,HB1029,https://legiscan.com/TX/bill/HB1029/2023,1639196,['Brian Harrison']
285,Texas,TX,HB1155,https://legiscan.com/TX/bill/HB1155/2023,1641417,['Jared Patterson']
286,Texas,TX,HB122,https://legiscan.com/TX/bill/HB122/2023,1632554,['Steve Toth']
287,Texas,TX,HB1266,https://legiscan.com/TX/bill/HB1266/2023,1653418,['Nate Schatzline']
288,Texas,TX,HB1532,https://legiscan.com/TX/bill/HB1532/2023,1675498,['Nate Schatzline']
289,Texas,TX,HB1541,https://legiscan.com/TX/bill/HB1541/2023,1676235,['Steve Toth']
290,Texas,TX,HB1686,https://legiscan.com/TX/bill/HB1686/2023,1682140,"['Tom Oliverson', 'Shelby Slawson']"
291,Texas,TX,HB1752,https://legiscan.com/TX/bill/HB1752/2023,1683641,['Steve Toth']
292,Texas,TX,HB1952,https://legiscan.com/TX/bill/HB1952/2023,1696022,['Steve Toth']
293,Texas,TX,HB2116,https://legiscan.com/TX/bill/HB2116/2023,1701690,['Ben Bumgarner']
294,Texas,TX,HB23,https://legiscan.com/TX/bill/HB23/2023,1632709,"['Valoree Swanson', 'Stephen Allison', 'Charles Anderson', 'Trent Ashby', 'Ernest Bailes', 'Cecil Bell', 'Keith Bell', 'Greg Bonnen', 'Brad Buckley', 'Ben Bumgarner', 'Dewayne Burns', 'Briscoe Cain', 'Giovanni Capriglione', 'Travis Clardy', 'David Cook', 'Tom Craddick', 'Charles Cunningham', 'Drew Darby', 'Jay Dean', 'Mano DeAyala', 'Mark Dorazio', 'James Frank', 'Frederick Frazier', 'Gary Gates', 'Stan Gerdes', 'Craig Goldman', 'Ryan Guillen', 'Sam Harless', 'Caroline Harris', 'Cody Harris', 'Brian Harrison', 'Richard Hayes', 'Cole Hefner', 'Justin Holland', 'Lacey Hull', 'Carrie Isaac', 'Jacey Jetton', 'Kyle Kacal', 'Ken King', 'Stan Kitzman', 'Stephanie Klick', 'John Kuempel', 'Brooks Landgraf', 'Jeff Leach', 'Terri Leo-Wilson', 'Janie Lopez', 'J.M. Lozano', 'John Lujan', 'William Metcalf', 'Geanie Morrison', 'Andrew Murr', 'Candy Noble', 'Tom Oliverson', 'Angelia Orr', 'Jared Patterson', 'Dennis Paul', 'Four Price', 'John Raney', 'Glenn Rogers', 'Matt Schaefer', 'Nate Schatzline', 'Matthew Shaheen', 'Hugh Shine', 'Bryan Slaton', 'Shelby Slawson', 'Reggie Smith', 'John Smithee', 'David Spiller', 'Lynn Stucky', 'Carl Tepper', 'Kronda Thimesch', 'Ed Thompson', 'Tony Tinderholt', 'Steve Toth', 'Ellen Troxclair', 'Gary Vandeaver', 'Cody Vasut', 'Terry Wilson']"
295,Texas,TX,HB319,https://legiscan.com/TX/bill/HB319/2023,1633160,['Tom Oliverson']
296,Texas,TX,HB41,https://legiscan.com/TX/bill/HB41/2023,1632603,['Steve Toth']
297,Texas,TX,HB42,https://legiscan.com/TX/bill/HB42/2023,1632625,['Bryan Slaton']
298,Texas,TX,HB436,https://legiscan.com/TX/bill/HB436/2023,1633139,['Jared Patterson']
299,Texas,TX,HB631,https://legiscan.com/TX/bill/HB631/2023,1633284,['Steve Toth']
300,Texas,TX,HB643,https://legiscan.com/TX/bill/HB643/2023,1632815,['Jared Patterson']
301,Texas,TX,HB672,https://legiscan.com/TX/bill/HB672/2023,1632618,['Cole Hefner']
302,Texas,TX,HB708,https://legiscan.com/TX/bill/HB708/2023,1633387,['Matthew Shaheen']
303,Texas,TX,HB776,https://legiscan.com/TX/bill/HB776/2023,1633823,['Brian Harrison']
304,Texas,TX,HB888,https://legiscan.com/TX/bill/HB888/2023,1637198,['Shelby Slawson']
305,Texas,TX,SB1029,https://legiscan.com/TX/bill/SB1029/2023,1713329,['Bob Hall']
306,Texas,TX,SB162,https://legiscan.com/TX/bill/SB162/2023,1632730,['Charles Perry']
307,Texas,TX,SB249,https://legiscan.com/TX/bill/SB249/2023,1634103,"['Bob Hall', 'Donna Campbell', 'Charles Perry']"
308,Texas,TX,SB250,https://legiscan.com/TX/bill/SB250/2023,1634122,"['Bob Hall', 'Donna Campbell', 'Charles Perry']"
309,Texas,TX,SB393,https://legiscan.com/TX/bill/SB393/2023,1655824,['Bob Hall']
310,Texas,TX,SB476,https://legiscan.com/TX/bill/SB476/2023,1663682,"['Bryan Hughes', 'Lois Kolkhorst']"
311,Texas,TX,SB625,https://legiscan.com/TX/bill/SB625/2023,1683132,"['Donna Campbell', 'Lois Kolkhorst']"
312,Texas,TX,SB649,https://legiscan.com/TX/bill/SB649/2023,1684606,"['Mayes Middleton', 'Charles Creighton', 'Phil King', 'Lois Kolkhorst', 'Charles Perry']"
313,Texas,TX,SCR3,https://legiscan.com/TX/bill/SCR3/2023,1634117,"['Bob Hall', 'Donna Campbell']"
314,Texas,TX,SB1082,https://legiscan.com/TX/bill/SB1082/2023,1717754,['Bob Hall']
315,Texas,TX,HB2722,https://legiscan.com/TX/bill/HB2722/2023,1719589,['Matt Schaefer']
316,US,US,HB216,https://legiscan.com/US/bill/HB216/2023,1650772,['Jeff Van Drew']
317,US,US,HB429,https://legiscan.com/US/bill/HB429/2023,1674808,"['Brian Mast', 'Dan Bishop', 'Jeff Duncan', 'Paul Gosar', 'Matt Gaetz', 'Ralph Norman', 'Doug Lamborn', 'Randy Weber']"
318,US,US,HR115,https://legiscan.com/US/bill/HR115/2023,1702925,"['Debbie Lesko', 'Diana Harshbarger', 'Mary Miller', 'Kevin Hern', 'Claudia Tenney', 'Robert Aderholt', 'Andy Biggs', 'Andrew Clyde', 'Randy Weber', 'Michael Guest', 'George Santos', 'Andrew Ogles', 'Virginia Foxx', 'Ralph Norman', 'Burgess Owens', 'Ronny Jackson', 'Harriet Hageman', 'Jeff Duncan', 'Jake Ellzey', 'Jim Banks', 'Earl Carter', 'Greg Steube', 'Ben Cline', 'Doug LaMalfa']"
319,US,US,SB187,https://legiscan.com/US/bill/SB187/2023,1689600,"['Marco Rubio', 'Steve Daines']"
320,US,US,SR53,https://legiscan.com/US/bill/SR53/2023,1703088,"['Cindy Hyde-Smith', 'Marco Rubio', 'Ted Cruz', 'Cynthia Lummis', 'Mike Lee', 'Katie Boyd Britt']"
321,US,US,SB457,https://legiscan.com/US/bill/SB457/2023,1710145,['Josh Hawley']
322,US,US,HB734,https://legiscan.com/US/bill/HB734/2023,1691551,"['Greg Steube', 'Claudia Tenney', 'Virginia Foxx', 'Robert Wittman', 'Daniel Webster', 'Troy Balderson', 'Ken Buck', 'Ann Wagner', 'Earl Carter', 'Matt Gaetz', 'Mariannette Miller-Meeks', 'Jason Smith', 'Jake Ellzey', 'Morgan Griffith', 'Doug LaMalfa', 'Jerry Carl', 'Tom Tiffany', 'Nancy Mace', 'Mike Bost', 'Tim Walberg', 'Mary Miller', 'Brad Wenstrup', 'August Pfluger', 'Warren Davidson', 'Randy Weber', 'Andy Biggs', 'Robert Good', 'Lauren Boebert', 'Randy Feenstra', 'Jim Banks', 'Neal Dunn', 'Jack Bergman', 'Michael Guest', 'Jenniffer Gonzalez-Colon', 'Scott DesJarlais', 'Diana Harshbarger', 'George Santos', 'Lori Chavez-DeRemer', 'Alexander Mooney', 'Rudolph Yakym III', 'Anna Luna', 'Richard Hudson', 'Nick LaLota', 'William Timmons']"
323,Utah,UT,HB0132,https://legiscan.com/UT/bill/HB0132/2023,1640216,"['Rex Shipp', 'Wayne Harper']"
324,Utah,UT,HB0228,https://legiscan.com/UT/bill/HB0228/2023,1663256,"['Michael Petersen', 'Curtis Bramble']"
325,Utah,UT,HB0329,https://legiscan.com/UT/bill/HB0329/2023,1685927,"['Colin Jack', 'Evan Vickers']"
326,Utah,UT,SB0016,https://legiscan.com/UT/bill/SB0016/2023,1639439,"['Michael Kennedy', 'Katy Hall']"
327,Utah,UT,SB0093,https://legiscan.com/UT/bill/SB0093/2023,1655543,"['Daniel McCay', 'Brady Brammer']"
328,Utah,UT,SB0100,https://legiscan.com/UT/bill/SB0100/2023,1660611,"['Todd Weiler', 'Stephanie Gricius']"
329,Utah,UT,SB0283,https://legiscan.com/UT/bill/SB0283/2023,1719813,"['John Johnson', 'Michael Petersen']"
330,Vermont,VT,H0183,https://legiscan.com/VT/bill/H0183/2023,1696021,"['Mark Higley', 'Anne Donahue', 'Arthur Peterson', 'Terri Williams', 'Charles Wilson']"
331,Virginia,VA,HB1387,https://legiscan.com/VA/bill/HB1387/2023,1633355,"['Karen Greenhalgh', 'John McGuire', 'Jason Ballard', 'Emily Brewer', 'Kathy Byron', 'Ronnie Campbell', 'Tara Durant', 'James Edmunds', 'Hyland Fowler', 'Nicholas Freitas', 'Chris Head', 'Dave LaRock', 'Marie March', 'Chris Runion', 'Phillip Scott', 'Anne Ferrell Tata', 'Wendell Walker', 'Bill Wiley', 'Wren Williams', 'Thomas Wright']"
332,Virginia,VA,HB1399,https://legiscan.com/VA/bill/HB1399/2023,1634331,['Marie March']
333,Virginia,VA,HB1707,https://legiscan.com/VA/bill/HB1707/2023,1648990,"['Tara Durant', 'Ellen Campbell', 'Robert Orrock', 'Phillip Scott', 'Wren Williams']"
334,Virginia,VA,HB2432,https://legiscan.com/VA/bill/HB2432/2023,1668262,"['Dave LaRock', 'Tara Durant', 'John McGuire', 'Marie March', 'Chris Runion', 'Wendell Walker', 'Bill Wiley', 'Wren Williams']"
335,Virginia,VA,SB1186,https://legiscan.com/VA/bill/SB1186/2023,1651821,['Bryce Reeves']
336,Virginia,VA,SB1203,https://legiscan.com/VA/bill/SB1203/2023,1651270,['Bryce Reeves']
337,Virginia,VA,SB791,https://legiscan.com/VA/bill/SB791/2023,1634198,['Amanda Chase']
338,Virginia,VA,SB911,https://legiscan.com/VA/bill/SB911/2023,1645224,['John Cosgrove']
339,Virginia,VA,SB960,https://legiscan.com/VA/bill/SB960/2023,1645401,"['Mark Peake', 'Bryce Reeves']"
340,Virginia,VA,SB962,https://legiscan.com/VA/bill/SB962/2023,1645539,"['Mark Peake', 'Bryce Reeves']"
341,Washington,WA,HB1214,https://legiscan.com/WA/bill/HB1214/2023,1649602,['Jim Walsh']
342,Washington,WA,HB1233,https://legiscan.com/WA/bill/HB1233/2023,1651385,"['Cyndy Jacobsen', 'Mike Volz', 'Joel McEntire', 'Jim Walsh', 'Jenny Graham']"
343,West Virginia,WV,HB2007,https://legiscan.com/WV/bill/HB2007/2023,1656233,"['Geoff Foster', 'Geno Chiarelli', 'Charles Horst', 'Wayne Clark', 'Mike Devault', 'Elias Coop-Gonzalez', 'Eric Brooks', 'Todd Kirby', 'Jordan Maynor', 'David Adkins', 'Guy Ward']"
344,West Virginia,WV,HB2125,https://legiscan.com/WV/bill/HB2125/2023,1652949,['Brandon Steele']
345,West Virginia,WV,HB2923,https://legiscan.com/WV/bill/HB2923/2023,1675099,"['Geno Chiarelli', 'Caleb Hanna', 'Chris Pritt', 'Jonathan Pinson']"
346,West Virginia,WV,HB2972,https://legiscan.com/WV/bill/HB2972/2023,1677516,"['Chris Pritt', 'Geno Chiarelli']"
347,West Virginia,WV,HB2998,https://legiscan.com/WV/bill/HB2998/2023,1677244,"['Chris Pritt', 'Geno Chiarelli', 'Todd Kirby']"
348,West Virginia,WV,HB3001,https://legiscan.com/WV/bill/HB3001/2023,1677283,"['Chris Pritt', 'Geno Chiarelli', 'Todd Kirby']"
349,West Virginia,WV,HB3097,https://legiscan.com/WV/bill/HB3097/2023,1684087,"['Geoff Foster', 'Chris Phillips', 'Dean Jeffries', 'Tom Fast', 'Adam Burkhammer', 'Riley Keaton', 'Eric Brooks', 'Carl Martin', 'Kathie Crouse', 'Rick Hillenbrand', 'Brandon Steele']"
350,West Virginia,WV,HB3176,https://legiscan.com/WV/bill/HB3176/2023,1687773,"['Darren Thorne', 'Charles Horst', 'Todd Longanacre', 'Anita Hall', 'Henry Dillon', 'Mike Devault', 'Gary Howell', 'Larry Kump']"
351,West Virginia,WV,HB3183,https://legiscan.com/WV/bill/HB3183/2023,1687837,"['Henry Dillon', 'Mark Ross', 'William Ridenour', 'Todd Longanacre']"
352,West Virginia,WV,SB103,https://legiscan.com/WV/bill/SB103/2023,1654276,"['Eric Tarr', 'Rollan Roberts', 'Robert Karnes', 'Mark Maynard']"
353,West Virginia,WV,SB252,https://legiscan.com/WV/bill/SB252/2023,1660627,"['Mike Azinger', 'Mark Maynard', 'Vince Deeds']"
354,West Virginia,WV,SB278,https://legiscan.com/WV/bill/SB278/2023,1665023,['Mike Azinger']
355,West Virginia,WV,SB517,https://legiscan.com/WV/bill/SB517/2023,1685161,"['Mark Maynard', 'Patricia Rucker']"
356,West Virginia,WV,SB692,https://legiscan.com/WV/bill/SB692/2023,1715006,"['Mark Maynard', 'Jay Taylor']"
357,West Virginia,WV,SB697,https://legiscan.com/WV/bill/SB697/2023,1714924,"['Mike Azinger', 'Mark Maynard', 'Randy Smith', 'Jay Taylor', 'Robert Karnes', 'Mike Stuart']"
358,Wisconsin,WI,SB4,https://legiscan.com/WI/bill/SB4/2023,1684388,['committee for review of Administrative Rules']
359,Wyoming,WY,HB0187,https://legiscan.com/WY/bill/HB0187/2023,1665849,"['Barry Crago', 'David Northrup', 'Ember Oakley', 'Clark Stith', 'Cyrus Western', 'Wendy Davis Schuler']"
360,Wyoming,WY,HB0234,https://legiscan.com/WY/bill/HB0234/2023,1678759,"['Mark Jennings', 'Pepper Ottman', 'Ken Pendergraft', 'Sarah Penn', 'Scott Smith']"
361,Wyoming,WY,SF0111,https://legiscan.com/WY/bill/SF0111/2023,1657238,"['Bill Allemand', 'Dalton Banks', 'Forrest Chadwick', 'Scott Heiner', 'Mark Jennings', 'Martha Lawley', 'Jared Olsen', 'Pepper Ottman', 'Tomi Strock', 'Clarence Styvar', 'Tom Walters', 'Evie Brennan', 'Troy McKeown', 'Wendy Davis Schuler', 'Charles Scott', 'Cheri Steinmetz']"
362,Wyoming,WY,SF0117,https://legiscan.com/WY/bill/SF0117/2023,1659337,"['Lane Allred', 'Dan Dockstader']"
363,Wyoming,WY,SF0133,https://legiscan.com/WY/bill/SF0133/2023,1664608,"['Lane Allred', 'Abby Angelos', 'Ryan Berger', 'Barry Crago', 'Jeremy Haroldson', 'Steve Harshman', 'William Henderson', 'Mark Jennings', 'Martha Lawley', 'Pepper Ottman', 'Rachel Rodriguez-Williams', 'Albert Sommers', 'Clarence Styvar', 'Tamara Trujillo', 'Dennis Biteman', 'Dan Dockstader', 'Tim French', 'Lynn Hutchings', 'Stacy Jones', 'John Kolb', 'Troy McKeown', 'Tim Salazar', 'Wendy Davis Schuler', 'Cheri Steinmetz']"
364,Wyoming,WY,SF0144,https://legiscan.com/WY/bill/SF0144/2023,1672878,"['Scott Heiner', 'Ben Hornok', 'John Winter', 'Anthony Bouchard', 'Tim French', 'Lynn Hutchings', 'Robert Ide', 'Dan Laursen', 'Troy McKeown']"
365,Wyoming,WY,SF0159,https://legiscan.com/WY/bill/SF0159/2023,1676316,"['Abby Angelos', 'John Bear', 'Donald Burkhart', 'Jeremy Haroldson', 'Scott Heiner', 'Mark Jennings', 'Jared Olsen', 'Rachel Rodriguez-Williams', 'Jeanette Ward', 'Dennis Biteman', 'Ogden Driskill', 'Lynn Hutchings', 'Cheri Steinmetz']"
